"sample_number","read_count_s","max_read_s","mind_read_s","average_s","median_s","sd_s","max_read_pcont","min_read_pcont","average_pcont","median_pcont","sd_pcont","max_read_n_lysate","max_read_n_empty","min_read_n_lysate","min_read_n_empty","average_n_lysate","average_n_empty","median_n_lysate","median_n_empty","skewness_n_lysate","skewness_n_empty","zero_read_samples","no_short_seq_replaced","no_replaced_non_arthropods","5","11","4","9","10","8","7","3","6","2","1"
8499,2832708,906,0,333.298976350159,360,200.8572183961,466,3,307.9375,317,85.9480641832154,292,5,0,0,3.10285714285714,0.895833333333333,0,1,10.1363579769267,1.30385483117931,310,150,85,48,69,123,177,251,279,376,482,671,863,4402
