"sample_number","read_count_s","max_read_s","mind_read_s","average_s","median_s","sd_s","max_read_pcont","min_read_pcont","average_pcont","median_pcont","sd_pcont","max_read_n_lysate","max_read_n_empty","min_read_n_lysate","min_read_n_empty","average_n_lysate","average_n_empty","median_n_lysate","median_n_empty","skewness_n_lysate","skewness_n_empty","zero_read_samples","no_short_seq_replaced","no_replaced_non_arthropods","5","11","10","4","9","8","3","7","6","2","1"
8620,2813154,803,0,326.351972157773,362,152.439735911066,469,90,289.71875,296.5,71.4152723051663,230,6,0,0,5.02637889688249,0.746987951807229,0,0,8.52792548498113,2.17703718332309,336,19,105,34,37,60,120,140,170,202,316,759,814,5262
